time,open,high,low,close,date,time_str
1738824905000,1738824908259,1738824908259,1738824908259,1738824908259,2025-02-06,06:55:05.000Z
1738824910000,1738824910236,1738824910236,1738824910236,1738824910236,2025-02-06,06:55:10.000Z
1738824910000,1738824911502,1738824914542,1738824911502,1738824914542,2025-02-06,06:55:10.000Z
1738824915000,1738824915560,1738824915560,1738824915560,1738824915560,2025-02-06,06:55:15.000Z
1738824915000,1738824916575,1738824919343,1738824916575,1738824919343,2025-02-06,06:55:15.000Z
1738824920000,1738824920566,1738824920566,1738824920566,1738824920566,2025-02-06,06:55:20.000Z
1738824920000,1738824921736,1738824924395,1738824921736,1738824924395,2025-02-06,06:55:20.000Z
1738824925000,1738824925411,1738824925411,1738824925411,1738824925411,2025-02-06,06:55:25.000Z
1738824925000,1738824926425,1738824928641,1738824926425,1738824928641,2025-02-06,06:55:25.000Z
1738824930000,1738824930762,1738824930762,1738824930762,1738824930762,2025-02-06,06:55:30.000Z
1738824930000,1738824932420,1738824934486,1738824932420,1738824934486,2025-02-06,06:55:30.000Z
1738824935000,1738824935518,1738824935518,1738824935518,1738824935518,2025-02-06,06:55:35.000Z
1738824935000,1738824936848,1738824939921,1738824936848,1738824939921,2025-02-06,06:55:35.000Z
1738824940000,1738824941421,1738824944135,1738824941421,1738824944135,2025-02-06,06:55:40.000Z
1738824945000,1738824945204,1738824945204,1738824945204,1738824945204,2025-02-06,06:55:45.000Z
1738824945000,1738824946378,1738824949464,1738824946378,1738824949464,2025-02-06,06:55:45.000Z
1738824950000,1738824950480,1738824950480,1738824950480,1738824950480,2025-02-06,06:55:50.000Z
1738824950000,1738824951856,1738824952869,1738824951856,1738824952869,2025-02-06,06:55:50.000Z
1738824955000,1738824955344,1738824955344,1738824955344,1738824955344,2025-02-06,06:55:55.000Z
1738824960000,1738824961557,1738824963599,1738824961557,1738824963599,2025-02-06,06:56:00.000Z
1738824965000,1738824965229,1738824965229,1738824965229,1738824965229,2025-02-06,06:56:05.000Z
1738824965000,1738824966498,1738824968139,1738824966498,1738824968139,2025-02-06,06:56:05.000Z
1738824970000,1738824970108,1738824970108,1738824970108,1738824970108,2025-02-06,06:56:10.000Z
1738824970000,1738824971799,1738824974657,1738824971799,1738824974657,2025-02-06,06:56:10.000Z
